"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Armenia","ARM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009093946","0.152838922","0.241656509","0.254551579","0.559439575023003","0.826884376573468","2.33500129269578","3.76374479757602","6.72642653978887","10.5790707738385","42.1271966711889","63.0764762494794","48.7163807985838","74.4012001967736","131.874825576119","109.850061797213","113.697353797808","114.499722499571","118.365417451689","118.599112617962","117.670797483754","119.676441862212","123.000001718234","124.613701509519","120.682370700808","125.395134877327","130.540072214196","134.519957069953","134.88694751567","",
"American Samoa","ASM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","1.397819402","1.758705593","2.29498164","2.340780135","2.385321101","2.518982331","2.650036217","3.125325555","3.5036496350365","3.77894238690341","3.56804878903649","3.68608590335434","3.96001267204055","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","1.862517551","1.965795164","2.066912859","11.51433874","29.367791542076","32.8648989733006","49.5962716793021","59.1905911355349","68.5984323987856","108.025272889425","136.689246191256","137.546509350827","164.743342338865","160.294868900954","196.870604781997","203.8734188945","145.978684391474","129.857830668605","135.234608235228","196.848192016464","200.06891262546","203.386832913295","","201.392233264743","200.3353439453","199.244171566557","200.540715208962","","","",
"Australia","AUS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.027202978","0.191348092","0.562786918","1.08483674","1.687554564","2.846098131","3.913447917","6.851813911","12.45348067","21.90881813","24.86658247","26.4384907","33.58883185","44.7511458399702","57.4838682925396","64.6581804718516","72.3884724574148","82.208138535878","90.7635520774358","95.9663115508423","101.457683484383","103.506740034166","101.914285403427","101.618759744392","105.824012918279","106.499711805776","107.332200908321","106.206237340596","107.608142007003","109.128813718295","107.799761578952","110.033134941946","109.752830879788","104.930155780087","105.118514623956","109.469171081514","112.513177133796","112.581025002429","",
"Austria","AUT","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0.129090886","0.252456375","0.346297993","0.486618775","0.665683123","0.959768212","1.487975586","2.199426692","2.793816992","3.505812272","4.825981063","7.523308814","14.5561248","28.74798987","53.18724835","76.3391359562946","81.3331322283251","83.3494604310315","89.5525842580986","97.7795167328134","105.295724835598","112.226293480282","119.465557954295","129.949191740297","137.015093709265","146.334314075685","155.15499918387","161.155633431895","156.483488704585","151.531145320495","155.837138171172","126.797525496643","123.414865109678","124.230205900482","120.776373862218","120.131806593244","121.357731973824","121.16645744796","121.746207105931","124.45929984531","",
"Azerbaijan","AZE","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006392325","0.076052086","0.213860635","0.499996125","0.808347519","4.56708367","5.14264289519541","8.84658578140377","9.53864176803325","12.5837298360937","17.1560025508035","26.0781124378406","38.1512458416462","51.1875940935928","73.2222415801691","85.7487495489887","99.489026332669","109.333848306261","107.988529658291","106.583186813615","109.566699179266","109.682113433509","103.248460646417","101.589906615934","102.987275423455","106.328337689377","101.596683471276","105.693559477177","107.506296074404","107.686732782159","109.543149535867","",
"Burundi","BDI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006354384","0.006766423","0.0095065","0.009459562","0.010449264","0.010272826","0.012944607","0.252233549720457","0.503680457737854","0.76200167288675","0.908683808418785","1.37552635495365","2.01652788429717","2.54273479009152","3.30806380985543","5.65018234377978","10.2904048729688","17.8962195049637","19.7014852266593","22.3127768088819","24.3006814319026","29.567783062348","45.2379254099088","47.6697304877258","51.4533280518012","53.2736942349584","53.2995504978403","52.5571219738138","59.700785493419","56.2599912004244","63.1631365759764","","",
"Belgium","BEL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0.038410913","0.07295796","0.193123711","0.30985683","0.430541108","0.514865721","0.613590337","0.67475874","1.271910668","2.330395105","4.72351216","9.596319875","17.23787063","31.16718928","54.9078754319886","74.8225625264654","78.40702767732","82.937725153379","87.6254594919709","91.6575960459919","93.3538336751532","101.059979052266","105.901150619606","108.89957259523","111.131540934105","113.201845409997","110.856223685615","110.348677756715","113.600257053471","113.29233233425","110.74871736226","99.8303971992992","100.164027018171","100.164960666171","99.9100614924974","101.462935633736","101.680355820653","103.196426365374","103.90465332676","",
"Benin","BEN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.017365389","0.043634125","0.067245695","0.095471222","0.107076743","0.768193392645056","1.67884478287568","2.85026524912103","2.98461911748538","5.62957112640203","7.07639223825275","12.1442265152632","22.9147096667411","39.2846004959004","52.9301199452375","72.2115392074128","76.9318013957922","80.8628905531314","89.9019164924958","78.5170340826712","82.0193349324746","76.0182091705462","72.867145412956","76.4080341122638","81.3235345537806","85.2390738023357","94.9182598289459","105.745019386968","116.036046685168","125.940873932186","",
"Burkina Faso","BFA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00494294","0.01379234","0.024372687","0.043663904","0.211688420806896","0.619650213936542","0.875434916000028","1.81993821991034","2.93276569154714","4.54743329498311","7.07267095398563","12.5404933901545","19.819973570747","24.3386946942171","35.2848311173407","46.1057641177709","58.0942130771516","63.5243073500025","68.5395525408019","76.9373292602998","79.6697942824089","90.2081424191231","94.6219614871852","97.1498646690919","102.972844247019","112.198419449151","113.996146792235","116.16313821519","116.5895933212","",
"Bangladesh","BGD","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000224674","0.000440844","0.000954894","0.002122361","0.003336757","0.021304625","0.060313402","0.117549767","0.207366638129846","0.380100815893711","0.773750591091469","0.968288714837633","1.94646914544521","6.21908656184889","13.0670782127175","23.2246555051103","29.8646728911139","34.0412611569965","44.6274657883724","54.9307304807214","62.6684314857059","74.4595169116099","80.3128212085608","82.4275967039157","84.5595499717024","93.0689844922452","98.9289060885788","100.399571155843","106.002140470412","110.012054001037","109.8665408168","111.280894357567","108.077037369691","",
"Bulgaria","BGR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01161233","0.076037034","0.246768535","0.316471968","0.841450728","1.542211607","4.288006531","9.22440041397309","19.549844030083","33.0395170761223","44.8575798628698","61.0332759957829","81.1550542231694","108.024848258457","130.455029782962","138.396717869014","139.620815193781","137.140251847404","141.938313217096","147.337862138845","144.355146876635","131.33514197996","128.103256321093","125.906027330453","120.595632675282","119.394511829255","116.616975862125","114.596737765322","114.911988483727","116.679163253179","117.932685806225","118.067152838789","",
"Bahrain","BHR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0.137273543","0.366937869","0.597100154","0.849606974","0.994746994","1.373514003","1.746352373","1.979935722","2.969385794","4.5029318","6.334195172","8.970155154","13.68999114","19.283577","30.7247368130219","42.8008331952294","51.7138462397484","54.6187733890809","74.5619329800492","82.2538826768918","91.2343231270699","105.539410159778","128.559293450425","118.449482724389","129.157861073288","140.350600963929","174.619564368418","175.802157646776","177.400125528622","183.919614500055","209.489131255928","159.546894557674","139.735421260048","129.142743677937","119.41160169027","128.078912532195","139.636142863944","153.899937948583","159.536143577452","",
"Bahamas, The","BHS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.710066167","0.731730289","0.922074099","0.833206091","","1.36870147","1.622656855","1.998903827","2.55930602","4.96796473","9.7345870582241","18.4711258068058","36.7170867333707","36.4187856432015","54.7430411263693","66.2329089777664","72.6191603875135","105.848573870615","99.9804534792807","98.8980458091012","116.572148536783","80.3784477401548","79.9000716437309","75.734985605075","82.3551261058127","80.7521033045627","92.8218938037134","90.5386890661613","98.9789084760782","107.811997212897","117.717493173143","100.257333370336","101.623744145214","100.047566593231","96.6798992232414","",
"Bosnia and Herzegovina","BIH","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03838526","0.222345857","0.611923183","1.266718581","2.24497935102678","10.6404497446786","17.879170067254","25.7217681941681","33.9880564705951","38.9202910880111","46.4605864436346","61.0557219969781","80.5319966034577","83.953916109979","81.6018850459875","84.7529182494619","91.4833140015035","96.6063476862431","97.9342347136426","97.8678378339204","98.0143984902979","100.332576774399","102.186536758193","112.254788698841","106.374742411306","114.911613799718","118.944352880459","117.733690876159","121.232373011893","",
"Belarus","BLR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00309146","0.016457615","0.056367534","0.062741587","0.07852187","0.117354959","0.22755487","0.493959102272144","1.39191079953693","4.6855962201662","11.4044672869282","23.0022194964587","42.4034825573205","62.0314078756574","72.7794960082642","85.2943083888757","101.881315451425","108.873353765855","112.901923256589","112.822416305227","117.433516760028","120.366076944418","120.669626204229","120.431507778029","120.212652133209","122.56975741957","123.229810991965","125.164732031333","127.117317282369","128.314999383533","128.979176539764","131.123016605614","",
"Belize","BLZ","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.205997621","0.419321022","0.759987424","1.040792985","1.171718474","1.571760772","2.832000619","6.98175656875651","15.7642151711699","20.2059302602643","22.8990067480476","27.6051941933394","34.3186847364075","40.989585866235","39.9574468085106","52.5796669087038","51.751680986776","60.6413839404206","67.9524470054812","51.5597433121819","51.1127633354507","49.3805223502033","59.4797562953754","61.1255672392756","64.1585522049721","64.7801570644827","66.0704612665196","67.551661668526","66.7769498110516","67.1750266305468","","","",
"Bermuda","BMU","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","1.304477246","1.934922568","2.488163942","3.319502075","5.788219271","8.673365814","10.63482721","13.3355615","17.062115","20.74484761","20.99014447","21.1210398050366","21.5510692291529","48.2765279521097","64.1169493155516","78.3310686595796","84.0681858047233","95.6488525320686","109.506427551182","124.80252764613","133.721387556045","138.407218517066","","142.978348992867","148.331078742882","93.6438476916054","59.8764653977058","100.6966224842","102.231904117777","","104.512767716474","105.619583113293","105.185001856206","105.274212729154","","96.6767745528807","",
"Bolivia","BOL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004071835","0.020975279","0.035244269","0.052718307","0.092189324","0.418055648","1.455376388","2.887342571","4.980938617","6.76967151836916","8.91055094087152","11.4976649807789","14.1297800170153","19.5646767642078","25.8675957086363","30.2062270674877","33.5992508744616","51.1488440905351","64.5388630004667","70.5072652714085","80.7163040735906","90.2755917829226","97.5951190945133","96.3263792565653","92.2660116634989","90.3953302409119","96.6383703523099","99.4565867202022","100.14945954148","99.898817726261","100.809064985893","101.57150434614","","98.0287940811943","",
"Brazil","BRA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000442582","0.004369477","0.020525874","0.114869348","0.356570578","0.786185011","1.504575585","2.69954844","4.307896658","8.665064415","13.3251349993215","16.3049193714237","19.540774901626","25.6741091130257","35.9134794819895","46.6788794368512","53.5317215669585","64.1626170391327","79.1319735150735","88.1849371150662","101.666503279892","120.008104166504","126.131962754994","136.589138644321","140.304679417776","127.83616904008","120.101181531485","108.092570205646","101.602460284017","97.3747376780285","98.6456198619193","104.824727184587","101.245468903076","101.020256020808","101.926846460424","",
"Barbados","BRB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.187353991","0.305904416","0.59771031","1.133688941","1.759027693","2.390846062","3.044175303","4.551626827","7.687852519","10.8626551630715","20.2385443460036","36.794902857489","52.6759376316898","74.8744846575732","76.7344234963119","87.8212013244346","94.9529651145646","105.84788459705","122.959766236325","127.182525986129","125.993430844611","126.127869775907","110.819872868385","109.738888010692","120.001433743145","118.816300545784","117.629947424965","117.318523321138","117.111593950364","104.722078254017","112.222706603295","114.580721030894","","","",
"Brunei Darussalam","BRN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0.676521792","1.120951605","1.479006258","2.916621299","5.351515401","11.99644263","14.21442475","14.36712801","15.34552338","20.18070908","29.1032522118472","42.8996985105521","45.1771395975878","51.16735951442","57.3668715341828","64.8898349474529","82.6516537186389","98.7232826331386","105.575540044416","107.255450030134","110.901991170743","110.959741004384","115.8258888393","114.010632244007","108.471265746851","109.751499246824","122.42681797345","125.870435240727","129.268175692652","129.845260684919","119.933885258067","133.597065445264","116.108439291126","118.673752421293","118.130579766209","",
"Bhutan","BTN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.35363507056235","2.94184559384146","5.43917566271067","12.235856046297","22.0203318101912","36.9241102584538","48.8391730116371","56.1998312505701","68.2555256231877","78.1969080371794","75.052704292039","85.1865744422272","91.2409636276731","93.382103211003","96.8565690310008","92.6022594006784","95.3472955869586","96.7702849068709","100.330908049861","95.129809428439","95.6260610260877","99.7576826476519","",
"Botswana","BWA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.917437288","5.438773013","13.2462372912074","19.4050649027539","19.0435033296786","25.0587925232129","28.9318073913231","30.6423744630755","43.9084008885494","60.2637294559808","76.195582496141","94.1440909682303","116.2460387062","139.870462760455","146.149158429435","151.670682520804","157.018320070864","157.734742812171","147.172960511479","142.962095019868","147.06483856362","160.661520194607","161.858815314634","173.25235140068","178.205018910673","179.027305378019","163.999922257361","",
"Central African Republic","CAF","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001342812","0.031841169","0.039612869","0.045934475","0.113860194","0.129571118814133","0.280648972684436","0.31452216220507","0.974875983588938","1.43101573974212","2.33164910546282","2.51280445195849","7.61858666254367","12.5027857083947","19.0689343696367","21.7946380977499","21.7401847658532","24.7918387246771","29.3015343940304","24.9962039132355","26.8396654368244","26.4835649048309","24.5204193752763","26.2215810621653","32.2626859489842","36.426009643045","35.8169832358522","38.8217901039988","","","",
"Canada","CAN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0.046432581","0.229743594","0.37207101","0.75566853","1.266968346","2.110719507","2.7692662","3.621504167","4.649694019","6.437896665","8.842031473","11.81927704","14.03819836","17.73439489","22.73384365","28.2502125240149","34.1165640836358","37.6463700029969","41.7477031538849","46.743691888986","52.4553306173799","57.2331332804484","61.2755204244533","66.0481445157618","70.3944880872526","75.5197130593625","77.6722584904981","79.3757242462141","80.3548920843149","80.790219211487","82.767383138656","84.5919452304565","86.1024018448784","89.0494584998715","90.9589210049458","84.7747749116615","87.4056019628826","91.2386689983444","94.1497268194785","94.1059718794246","",
"Central Europe and the Baltics","CEB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00261056682817441","0.011712864542566","0.0409861753430625","0.100145314041537","0.265133988712243","0.502357189330766","1.11078924064207","2.85223847693437","5.71859300651462","10.8961048326083","20.6738050964585","32.3962797065849","44.0470611702492","53.9585246760165","67.6395983731625","82.057716489448","96.9548130511162","111.161228073277","119.094672426691","119.689348064331","121.74442149351","124.795725594432","129.359970635373","131.766589782834","130.864424519989","126.076137856759","124.997371413113","122.132128080483","119.829218463391","120.788794710806","121.617426753818","124.396200399213","124.683360007648","","","",
"Switzerland","CHE","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.083658647","0.466700067","1.094383444","1.86312157","2.568755037","3.128988784","3.715376361","4.750957515","6.353340872","9.374002343","14.73654995","23.89578208","42.80907642","64.5672951042503","73.0072729250327","78.808880973002","84.3941464361848","84.9755978783873","91.9590388522439","99.4336839067788","108.793498963141","116.422699159143","120.4834287435","123.236153760539","127.39653885362","132.03116268359","136.551244178553","136.137729869778","135.723075533919","134.235676338144","131.169694242519","126.681143927488","126.920635838501","127.376373489656","123.21236546636","123.971228075124","130.221876609608","129.471369643132","",
"Channel Islands","CHI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.037216408","0.104332892","0.266451437","0.467541804","0.608541585","0.814113391","1.368639745","2.185860172","2.766776987","6.429716534","14.89605908","21.940177255205","32.5225204603793","39.3765893078697","45.3565896058797","57.2138183202879","64.650532290548","75.4173719554466","83.706530292478","87.8710347676476","96.7106593278871","115.54453101319","128.604683221629","136.656261082535","133.778091102587","132.559670334991","128.583971575207","127.565123343064","124.000811902967","133.270134198082","130.492770400522","129.413740104604","136.571581265001","135.114280974065","135.871118507277","132.660408764665","",
"China","CHN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","6.38E-05","0.000289186","0.000864322","0.001587842","0.004061416","0.014946866","0.053350925","0.129878018","0.29791213","0.557926117","1.069072913","1.913884263","3.448689963","6.71560052077804","11.3253430460055","16.0082608205277","20.8535640719574","25.7141478183928","30.030370302192","34.9802047114251","41.280765820364","48.075790702641","55.6574567487616","63.5563376954813","72.5052393725573","81.2075981633238","89.130227261039","92.6612034094217","92.5401171363348","97.2138770934621","104.073181609424","116.229125477063","122.670391850252","120.496715387079","121.491918368395","124.195248970763","128.247014127486","131.753932036803","",
